,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Fazendinha,Fazendinha,GPE,0.04166667,0.25000000,en,1.00000000,,3399717,T,-1.96667000,-50.48333000,SOUTH-AMERICA,Brazil,NSA
Sahara,Sahara,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
the Fire Volcano,the Fire Volcano,LOC,0.10000000,0.40000000,en,1.00000000,,8089218,S,19.42961000,-155.25905000,PACIFIC,United States,NPO
the Mediterranean Sea,the Mediterranean Sea,LOC,-0.05000000,0.10000000,en,1.00000000,1046007-X,295629,P,31.79213000,34.64966000,EUROPE-AFRICA,Israel,MED
Voz,Voz,GPE,0.13636364,0.50000000,en,1.00000000,,1220180,T,37.12182000,71.69820000,ASIA,Tajikistan,WCA
Athletico x Vitória,Athletico x Vitória,GPE,0.13636364,0.50000000,en,1.00000000,,0,,,,,,
Seram,Seram,GPE,0.22181818,0.53272727,en,1.00000000,,0,,,,,,
Papua New Guinea,Papua New Guinea,GPE,0.22181818,0.53272727,en,1.00000000,4044569-0,2088628,A,-6.00000000,147.00000000,ASIA,Papua New Guinea,SEA
ARLINGTON,ARLINGTON,GPE,0.00000000,0.00000000,en,1.00000000,4193566-4,4744709,P,38.88101000,-77.10428000,NORTH-AMERICA,United States,ENA
New Britain,New Britain,GPE,0.22181818,0.53272727,en,1.00000000,4321693-6,4839292,P,41.66121000,-72.77954000,NORTH-AMERICA,United States,ENA
Sportv,Sportv,GPE,-0.20000000,0.35000000,en,1.00000000,,0,,,,,,
New Guinea,New Guinea,GPE,0.22181818,0.53272727,en,1.00000000,43564-8,2082514,T,-5.00000000,140.00000000,ASIA,Indonesia,SEA
Metrópoles,Metrópoles,GPE,-0.10000000,0.05000000,en,1.00000000,4122723-2,3871336,P,-33.45694000,-70.64827000,SOUTH-AMERICA,Chile,SWS
Etna,Etna,GPE,0.07777778,0.56666667,en,1.00000000,4084764-0,2524810,T,37.75029000,14.99466000,EUROPE-AFRICA,Italy,MED
Google Earth,Google Earth,LOC,0.00000000,0.00000000,en,1.00000000,,1182851,P,32.82111000,73.95528000,ASIA,Pakistan,WCA
Perloiro,Perloiro,GPE,0.10000000,0.25000000,en,1.00000000,,0,,,,,,
Earth Day,Earth Day,GPE,0.00000000,0.00000000,en,1.00000000,,5046923,S,44.15413000,-93.97801000,NORTH-AMERICA,United States,CNA
São Miguel,São Miguel,GPE,0.14444444,0.24444444,en,1.00000000,4105337-0,3411928,A,15.20000000,-23.65000000,ATLANTIC,Cabo Verde,NAO
Estoril,Estoril,GPE,0.06666667,0.75000000,en,1.00000000,4126237-2,2268436,P,38.70571000,-9.39773000,EUROPE-AFRICA,Portugal,MED
the Central region,the Central region,LOC,0.25000000,0.62500000,en,1.00000000,,0,,,,,,
Santa,Santa,GPE,0.00000000,0.00000000,en,1.00000000,,3904906,P,-17.78629000,-63.18117000,SOUTH-AMERICA,Bolivia,SAM
Jordan,Jordan,GPE,0.50000000,0.50000000,en,1.00000000,4028750-6,248816,A,31.00000000,36.00000000,EUROPE-AFRICA,Jordan,MED
Tropical Storm Mekkhala,Tropical Storm Mekkhala,LOC,-0.05000000,0.27500000,en,1.00000000,,0,,,,,,
Sulawesi,Sulawesi,GPE,0.22181818,0.53272727,en,1.00000000,4069884-1,9062340,T,-2.13154000,120.28888000,ASIA,Indonesia,SEA
Sudan,Sudan,GPE,-0.30000000,0.50000000,en,1.00000000,4058378-8,366755,A,16.00000000,30.00000000,AFRICA,Sudan,SAH
Flores da Cunha,Flores da Cunha,GPE,0.00000000,0.00000000,en,1.00000000,,3463271,P,-29.02889000,-51.18167000,SOUTH-AMERICA,Brazil,SES
Vale,Vale,LOC,0.10000000,0.40000000,en,1.00000000,4069617-0,2290956,P,7.69385000,-5.03031000,AFRICA,Ivory Coast,WAF
Antigua,Antigua,LOC,0.10000000,0.40000000,en,1.00000000,4086592-7,3576395,T,17.07607000,-61.79543000,CENTRAL-AMERICA,Antigua and Barbuda,CAR
Chernobyl,Chernobyl,GPE,0.00000000,0.00000000,en,1.00000000,4127036-8,710403,P,51.27013000,30.21968000,EUROPE,Ukraine,WCE
Jerez,Jerez,GPE,0.30000000,0.20000000,en,1.00000000,4257243-5,2516326,P,36.68645000,-6.13606000,EUROPE-AFRICA,Spain,MED
Emirates,Emirates,GPE,-0.30000000,0.50000000,en,1.00000000,4062742-1,290557,A,23.75000000,54.50000000,ASIA,United Arab Emirates,ARP
Azorean,Azorean,LOC,-0.20625000,0.36041667,en,1.00000000,,0,,,,,,
Taiwan,Taiwan,GPE,0.00000000,0.00000000,en,1.00000000,4017875-4,1668284,A,24.00000000,121.00000000,ASIA,Taiwan,EAS
the equatorial Pacific,the equatorial Pacific,LOC,0.25000000,0.95000000,en,1.00000000,,0,,,,,,
The United States Geological Survey,The United States Geological Survey,GPE,0.25000000,0.45000000,en,1.00000000,,7708204,S,30.22500000,-92.04500000,NORTH-AMERICA,United States,CNA
Hamar,Hamar,GPE,0.00000000,0.03333333,en,1.00000000,4094592-3,3154084,P,60.79450000,11.06798000,EUROPE,Norway,NEU
Mount Tambora,Mount Tambora,LOC,0.00000000,0.00000000,en,1.00000000,,1625272,T,-8.24655000,117.95863000,ASIA,Indonesia,SEA
the Center-West,the Center-West,LOC,-0.10000000,0.05000000,en,1.00000000,,5024423,P,44.02802000,-92.85464000,NORTH-AMERICA,United States,CNA
the Federal District,the Federal District,LOC,0.00000000,0.00000000,en,1.00000000,4080517-7,3469058,P,-15.77972000,-47.92972000,SOUTH-AMERICA,Brazil,NES
Santa Claus,Santa Claus,GPE,0.40000000,0.70000000,en,1.00000000,,4264457,P,38.12005000,-86.91416000,NORTH-AMERICA,United States,ENA
Herzegovina,Herzegovina,GPE,0.00000000,0.00000000,en,1.00000000,4088119-2,3277605,A,44.25000000,17.83333000,EUROPE-AFRICA,Bosnia and Herzegovina,MED
Bom Retiro,Bom Retiro,GPE,-0.10000000,0.40000000,en,1.00000000,,3469391,P,-29.60889000,-51.94306000,SOUTH-AMERICA,Brazil,SES
the Itajaí Valley,the Itajaí Valley,LOC,0.03750000,1.00000000,en,1.00000000,,0,,,,,,
Everest,Everest,LOC,0.20000000,0.30000000,en,1.00000000,,1283416,T,27.98791000,86.92529000,ASIA,China,TIB
Antofagasta,Antofagasta,GPE,0.00000000,0.00000000,en,1.00000000,4472501-2,3899539,P,-23.65094000,-70.39752000,SOUTH-AMERICA,Chile,SWS
United Kingdom,United Kingdom,GPE,0.00000000,0.00000000,en,1.00000000,4022153-2,2635167,A,54.75844000,-2.69531000,EUROPE,United Kingdom,NEU
Manchester,Manchester,GPE,0.30000000,0.10000000,en,1.00000000,4114959-2,5089178,P,42.99564000,-71.45479000,NORTH-AMERICA,United States,ENA
Silves,Silves,GPE,0.00000000,0.00000000,en,1.00000000,4431526-0,2262926,P,37.18921000,-8.43822000,EUROPE-AFRICA,Portugal,MED
Los Angeles,Los Angeles,GPE,0.00000000,0.60000000,en,1.00000000,4036361-2,5368361,P,34.05223000,-118.24368000,NORTH-AMERICA,United States,WNA
Copacabana,Copacabana,GPE,0.09090909,0.31818182,en,1.00000000,,3685950,A,6.36230000,-75.49922000,SOUTH-AMERICA,Colombia,NWS
United States of America,United States of America,GPE,0.04464286,0.40178571,en,1.00000000,4078704-7,11887752,L,33.45876000,-90.15081000,NORTH-AMERICA,United States,CNA
Western Europe,Western Europe,LOC,0.30000000,0.45000000,en,1.00000000,,0,,,,,,
Marina Sena,Marina Sena,GPE,0.31666667,0.38333333,en,1.00000000,,8952921,P,38.90472000,16.79043000,EUROPE-AFRICA,Italy,MED
Tavira,Tavira,GPE,0.18400000,0.62100000,en,1.00000000,4555458-4,2262744,P,37.12734000,-7.64861000,EUROPE-AFRICA,Portugal,MED
Loulé,Loulé,GPE,0.18400000,0.62100000,en,1.00000000,7711917-4,8010519,A,37.14399000,-8.02345000,EUROPE-AFRICA,Portugal,MED
Anadia,Anadia,GPE,0.00000000,0.25000000,en,1.00000000,1178685055,8010415,A,40.45106000,-8.46246000,EUROPE-AFRICA,Portugal,MED
northernmost ocean,northernmost ocean,LOC,0.04464286,0.40178571,en,1.00000000,,0,,,,,,
Chega,Chega,GPE,-0.02500000,0.82500000,en,1.00000000,,1219037,T,38.39143000,63.54337000,ASIA,Turkmenistan,WCA
Guangdong,Guangdong,GPE,0.00000000,0.00000000,en,1.00000000,4249642-1,1812545,P,23.01797000,113.74866000,ASIA,China,EAS
Sweden,Sweden,GPE,0.00000000,0.00000000,en,1.00000000,4077258-5,2661886,A,62.00000000,15.00000000,EUROPE,Sweden,NEU
UK,UK,GPE,0.00000000,0.00000000,en,1.00000000,4022153-2,2635167,A,54.75844000,-2.69531000,EUROPE,United Kingdom,NEU
funaná,funaná,GPE,0.00000000,0.00000000,en,1.00000000,,9964418,S,16.59359000,-22.92223000,ATLANTIC,Cabo Verde,NAO
Christi,Christi,GPE,0.00000000,0.00000000,en,1.00000000,4308433-3,4683416,P,27.80058000,-97.39638000,CENTRAL-AMERICA,United States,NCA
States,States,GPE,0.00000000,0.00000000,en,1.00000000,,12110848,L,45.53341000,-127.13411000,NORTH-AMERICA,United States,WNA
Uberlândia,Uberlândia,GPE,0.00000000,0.00000000,en,1.00000000,220705-9,3445831,P,-18.91861000,-48.27722000,SOUTH-AMERICA,Brazil,NES
Iceland,Iceland,GPE,-0.20000000,0.50000000,en,1.00000000,4027754-9,2629691,A,65.00000000,-18.00000000,POLAR,Iceland,GIC
Palm Beach,Palm Beach,GPE,0.25000000,0.33333333,en,1.00000000,4596329-0,4177887,P,26.71534000,-80.05337000,NORTH-AMERICA,United States,ENA
Planaltina,Planaltina,GPE,0.00000000,0.25000000,en,1.00000000,,3453420,P,-15.45278000,-47.61417000,SOUTH-AMERICA,Brazil,NES
Lima river,Lima river,LOC,0.00000000,0.00000000,en,1.00000000,,3943834,H,-11.93578000,-77.13594000,SOUTH-AMERICA,Peru,NWS
Wisconsin,Wisconsin,GPE,-0.65000000,1.00000000,en,1.00000000,4119135-3,5279468,A,44.50024000,-90.00041000,NORTH-AMERICA,United States,CNA
Lima rivers,Lima rivers,GPE,0.00000000,0.00000000,en,1.00000000,,11003538,A,26.88260000,101.64100000,ASIA,China,EAS
the Leiria district,the Leiria district,LOC,0.01166667,0.61333333,en,1.00000000,,10174807,S,39.38540000,-9.28300000,EUROPE-AFRICA,Portugal,MED
Equatorial Guinea,Equatorial Guinea,GPE,-0.15625000,0.21875000,en,1.00000000,4068436-2,2309096,A,1.70000000,10.50000000,AFRICA,Equatorial Guinea,CAF
the Cachoeira Seca Indigenous Land,the Cachoeira Seca Indigenous Land,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
the Tajogaite volcano,the Tajogaite volcano,LOC,0.12500000,0.16666667,en,1.00000000,,0,,,,,,
Sahel,Sahel,LOC,0.30000000,0.52500000,en,1.00000000,,0,,,,,,
Rome,Rome,GPE,-0.06250000,0.18750000,en,1.00000000,4050471-2,3169070,P,41.89193000,12.51133000,EUROPE-AFRICA,Italy,MED
Southern China,Southern China,LOC,0.17708333,0.38541667,en,1.00000000,,7533609,A,22.24112000,114.20769000,ASIA,Hong Kong,EAS
Beirut,Beirut,GPE,0.00000000,0.00000000,en,1.00000000,4005348-9,276781,P,33.89332000,35.50157000,EUROPE-AFRICA,Lebanon,MED
Pernambuco,Pernambuco,GPE,-0.20000000,0.50000000,en,1.00000000,,3392268,A,-8.33333000,-37.75000000,SOUTH-AMERICA,Brazil,NES
Maui,Maui,GPE,0.00000000,0.00000000,en,1.00000000,4263812-4,5847411,P,20.88933000,-156.47293000,PACIFIC,United States,NPO
Olh,Olh,GPE,0.12878788,0.27777778,en,1.00000000,,5870747,S,57.21895000,-153.26758000,NORTH-AMERICA,United States,NWN
Ivory Coast,Ivory Coast,GPE,-0.12500000,0.37500000,en,1.00000000,4014426-4,2287781,A,8.00000000,-5.50000000,AFRICA,Ivory Coast,WAF
Piracuruca,Piracuruca,GPE,0.00000000,0.00000000,en,1.00000000,,6319977,A,-3.86656000,-41.74153000,SOUTH-AMERICA,Brazil,NES
the Tagus valley,the Tagus valley,LOC,0.07500000,0.21666667,en,1.00000000,,5400908,S,36.27384000,-119.36595000,NORTH-AMERICA,United States,WNA
the Pinheiros River,the Pinheiros River,LOC,0.36666667,0.70000000,en,1.00000000,,3453728,H,-23.52630000,-46.74982000,SOUTH-AMERICA,Brazil,SES
Libertadores,Libertadores,LOC,-0.16666667,0.06666667,en,1.00000000,,8184961,L,1.62438000,-75.60867000,SOUTH-AMERICA,Colombia,NWS
Yas Marina,Yas Marina,GPE,0.06111111,0.40555556,en,1.00000000,,8394014,S,24.46720000,54.60310000,ASIA,United Arab Emirates,ARP
the Center-South region,the Center-South region,LOC,-0.20000000,0.40000000,en,1.00000000,,4174317,P,27.71809000,-82.35176000,NORTH-AMERICA,United States,ENA
Rumos,Rumos,LOC,0.06250000,0.50000000,en,1.00000000,,524927,P,58.82642000,53.12405000,EUROPE,Russia,EEU
the Tucunduba River,the Tucunduba River,LOC,0.00000000,0.00000000,en,1.00000000,,3385958,H,-3.06431000,-40.56171000,SOUTH-AMERICA,Brazil,NES
Muda,Muda,GPE,0.17500000,0.34166667,en,1.00000000,,6847550,P,5.58822000,100.37085000,ASIA,Malaysia,SEA
Damascus,Damascus,GPE,0.00000000,0.00000000,en,1.00000000,4010956-2,170654,P,33.51020000,36.29128000,EUROPE-AFRICA,Syria,MED
Ankara,Ankara,GPE,0.00000000,0.00000000,en,1.00000000,4002075-7,323786,P,39.91987000,32.85427000,EUROPE-AFRICA,Turkey,MED
Madeira Archipelago,Madeira Archipelago,LOC,-0.20000000,0.50000000,en,1.00000000,,0,,,,,,
Southeast Asia,Southeast Asia,LOC,0.00000000,0.00000000,en,1.00000000,,11497301,L,10.75053000,106.75050000,ASIA,Vietnam,SEA
Weverton,Weverton,GPE,0.16666667,0.40833333,en,1.00000000,,4373316,P,39.33288000,-77.68166000,NORTH-AMERICA,United States,ENA
Bosnia,Bosnia,GPE,0.00000000,0.00000000,en,1.00000000,4088119-2,3277605,A,44.25000000,17.83333000,EUROPE-AFRICA,Bosnia and Herzegovina,MED
Luanda,Luanda,GPE,0.00000000,0.00000000,en,1.00000000,4099838-1,2240449,P,-8.83682000,13.23432000,AFRICA,Angola,CAF
the river basin,the river basin,LOC,0.00000000,0.00000000,en,1.00000000,,13156234,H,8.58610000,-71.97940000,SOUTH-AMERICA,Venezuela,NSA
Venâncio Aires,Venâncio Aires,GPE,0.00000000,0.00000000,en,1.00000000,,3445350,P,-29.60639000,-52.19194000,SOUTH-AMERICA,Brazil,SES
Campo Grande,Campo Grande,GPE,0.00000000,0.00000000,en,1.00000000,1027886-2,3467747,P,-20.44278000,-54.64639000,SOUTH-AMERICA,Brazil,SES
Vasco x Athletico,Vasco x Athletico,GPE,0.13636364,0.50000000,en,1.00000000,,0,,,,,,
Sand,Sand,LOC,0.06818182,0.28977273,en,1.00000000,,0,,,,,,
Guangxi,Guangxi,GPE,0.00000000,0.00000000,en,1.00000000,4213746-9,1799869,P,22.81667000,108.31667000,ASIA,China,EAS
Havana,Havana,GPE,0.13636364,0.45454545,en,1.00000000,4023865-9,3553478,P,23.13302000,-82.38304000,CENTRAL-AMERICA,Cuba,CAR
Goiânia,Goiânia,GPE,0.00000000,0.00000000,en,1.00000000,4261833-2,3462377,P,-16.67861000,-49.25389000,SOUTH-AMERICA,Brazil,NES
Northern Ireland,Northern Ireland,GPE,0.05000000,0.15000000,en,1.00000000,4027667-3,2963597,A,53.00000000,-8.00000000,EUROPE,Ireland,NEU
Fujian,Fujian,GPE,0.00000000,0.00000000,en,1.00000000,4220847-6,1811017,A,26.25000000,118.00000000,ASIA,China,EAS
Guizhou,Guizhou,GPE,0.00000000,0.00000000,en,1.00000000,4033884-8,1809445,A,27.00000000,107.00000000,ASIA,China,EAS
Texas,Texas,GPE,-0.18333333,0.41666667,en,1.00000000,4059594-8,12217092,L,28.92040000,-98.57720000,CENTRAL-AMERICA,United States,NCA
Northern,Northern,LOC,-0.08333333,0.25000000,en,1.00000000,,0,,,,,,
Cabo Delgado,Cabo Delgado,LOC,-0.12500000,0.37500000,en,1.00000000,7525450-5,1051823,A,-12.50000000,39.40000000,AFRICA,Mozambique,ESAF
Yunnan,Yunnan,GPE,0.00000000,0.00000000,en,1.00000000,4067233-5,1785694,A,25.00000000,101.50000000,ASIA,China,EAS
MS,MS,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Hurricane,Hurricane,GPE,0.67500000,0.75000000,en,1.00000000,,6635337,T,-76.73333000,160.66667000,POLAR,Antarctica,EAN
Ghana,Ghana,GPE,0.00000000,0.00000000,en,1.00000000,4020949-0,2300660,A,8.10000000,-1.20000000,AFRICA,Ghana,WAF
Piauí,Piauí,GPE,-0.07777778,0.14444444,en,1.00000000,4115961-5,3392213,A,-7.25000000,-42.33333000,SOUTH-AMERICA,Brazil,NES
Farioli,Farioli,GPE,0.00000000,0.00000000,en,1.00000000,,10859048,S,45.60999000,8.84265000,EUROPE,Italy,WCE
Tyfão,Tyfão,GPE,-1.00000000,1.00000000,en,1.00000000,,0,,,,,,
Peninsula,Peninsula,LOC,0.25000000,0.70000000,en,1.00000000,,0,,,,,,
the Indian Sea,the Indian Sea,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Hamburg,Hamburg,GPE,0.00000000,0.00000000,en,1.00000000,4239189-1,2911298,P,53.55073000,9.99302000,EUROPE,Germany,NEU
Berlin,Berlin,GPE,0.00000000,0.00000000,en,1.00000000,4005728-8,2950159,P,52.52437000,13.41053000,EUROPE,Germany,WCE
Gabon,Gabon,GPE,0.13750000,0.48750000,en,1.00000000,4019052-3,2400553,A,-1.00000000,11.75000000,AFRICA,Gabon,CAF
Sopro,Sopro,GPE,0.00000000,0.00000000,en,1.00000000,,13018344,S,-22.60724000,-43.02787000,SOUTH-AMERICA,Brazil,SES
Cortina d'Ampezzo,Cortina d'Ampezzo,GPE,0.00000000,0.00000000,en,1.00000000,4085339-1,3177952,P,46.53690000,12.13903000,EUROPE,Italy,WCE
Sambadrome,Sambadrome,GPE,-0.37500000,0.35000000,en,1.00000000,,0,,,,,,
Matosinhos,Matosinhos,GPE,0.25000000,0.37500000,en,1.00000000,4415832-4,8010584,A,41.20766000,-8.66743000,EUROPE-AFRICA,Portugal,MED
Paradise,Paradise,LOC,0.00000000,0.00000000,en,1.00000000,,12213654,L,36.21520000,-115.01356000,NORTH-AMERICA,United States,WNA
the Mondego River,the Mondego River,LOC,0.00000000,0.00000000,en,1.00000000,,3457110,H,-19.41241000,-57.33155000,SOUTH-AMERICA,Brazil,SAM
Avenida Brasil,Avenida Brasil,GPE,-0.12500000,0.37500000,en,1.00000000,,3471278,P,-13.75000000,-39.53333000,SOUTH-AMERICA,Brazil,NES
Macondo,Macondo,GPE,0.10416667,0.87500000,en,1.00000000,,8947657,P,16.36139000,-93.46167000,CENTRAL-AMERICA,Mexico,SCA
the South Atlantic,the South Atlantic,LOC,0.10714286,0.26428571,en,1.00000000,,12110877,L,33.91855000,-81.28668000,NORTH-AMERICA,United States,ENA
André Ventura,André Ventura,GPE,-0.50000000,1.00000000,en,1.00000000,,0,,,,,,
Maputo,Maputo,GPE,-0.70000000,0.66666667,en,1.00000000,1038246-X,1040652,P,-25.96553000,32.58322000,AFRICA,Mozambique,ESAF
Gdansk,Gdansk,GPE,-0.35000000,0.65000000,en,1.00000000,4011039-4,3099434,P,54.35227000,18.64912000,EUROPE,Poland,WCE
the Baltic Sea,the Baltic Sea,LOC,-0.35000000,0.65000000,en,1.00000000,,5226143,P,43.76136000,-96.74033000,NORTH-AMERICA,United States,CNA
Poland,Poland,GPE,0.25000000,0.60000000,en,1.00000000,4046496-9,798544,A,52.00000000,20.00000000,EUROPE,Poland,WCE
Somalia,Somalia,GPE,-0.14000000,0.55000000,en,1.00000000,4077509-4,51537,A,6.00000000,48.00000000,AFRICA,Somalia,NEAF
Frankfurt,Frankfurt,GPE,0.00000000,0.00000000,en,1.00000000,4018118-2,2925533,P,50.11552000,8.68417000,EUROPE,Germany,WCE
the United States Geological Survey,the United States Geological Survey,GPE,0.00000000,0.00000000,en,1.00000000,,7708204,S,30.22500000,-92.04500000,NORTH-AMERICA,United States,CNA
South of Brazil,South of Brazil,GPE,0.18000000,0.77000000,en,1.00000000,4008003-1,3469034,A,-10.00000000,-55.00000000,SOUTH-AMERICA,Brazil,SAM
Abaeté Lagoon,Abaeté Lagoon,LOC,-0.07500000,0.45000000,en,1.00000000,,0,,,,,,
vineyards,vineyards,LOC,0.16666667,0.33333333,en,1.00000000,,4176527,P,26.22373000,-81.72798000,NORTH-AMERICA,United States,ENA
Matetic Vineyards,Matetic Vineyards,LOC,-0.20000000,0.10000000,en,1.00000000,,0,,,,,,
Costa,Costa,LOC,-0.20000000,0.10000000,en,1.00000000,4014426-4,2287781,A,8.00000000,-5.50000000,AFRICA,Ivory Coast,WAF
Valparaíso,Valparaíso,GPE,-0.20000000,0.10000000,en,1.00000000,4198312-9,3868626,P,-33.03600000,-71.62963000,SOUTH-AMERICA,Chile,SWS
Ethiopia,Ethiopia,GPE,-0.31666667,0.30000000,en,1.00000000,4000639-6,337996,A,9.00000000,39.50000000,AFRICA,Ethiopia,NEAF
the Turkish State,the Turkish State,GPE,0.00000000,0.00000000,en,1.00000000,,4889950,S,41.90337000,-87.67561000,NORTH-AMERICA,United States,ENA
the North Coast,the North Coast,LOC,-0.10000000,0.25000000,en,1.00000000,,12212303,L,37.02332000,-77.36954000,NORTH-AMERICA,United States,ENA
Gaza,Gaza,GPE,0.00416667,0.56666667,en,1.00000000,4092680-1,281133,P,31.50161000,34.46672000,EUROPE-AFRICA,Palestinian Territory,MED
Austria,Austria,GPE,0.00000000,0.00000000,en,1.00000000,4043271-3,2782113,A,47.33333000,13.33333000,EUROPE,Austria,WCE
America,America,GPE,0.09375000,0.64375000,en,1.00000000,,0,,,,,,
Tahiti,Tahiti,GPE,0.30000000,0.80000000,en,1.00000000,4058920-1,4033649,T,-17.65601000,-149.41916000,PACIFIC,French Polynesia,SPO
Tâmega,Tâmega,GPE,0.00000000,0.00000000,en,1.00000000,4355768-5,8014866,A,41.60248000,-7.70225000,EUROPE-AFRICA,Portugal,MED
Aguieira,Aguieira,GPE,0.00000000,0.50000000,en,1.00000000,,8013855,A,40.52760000,-7.92372000,EUROPE-AFRICA,Portugal,MED
the Orkney Islands,the Orkney Islands,GPE,0.50000000,1.00000000,en,1.00000000,,2655074,T,59.25000000,-2.70000000,EUROPE,United Kingdom,NEU
Scotland,Scotland,GPE,-0.16666667,0.33333333,en,1.00000000,4053233-1,5057190,A,40.45260000,-92.14705000,NORTH-AMERICA,United States,CNA
Paulo,Paulo,GPE,0.50000000,0.50000000,en,1.00000000,4051667-2,3448439,P,-23.54750000,-46.63611000,SOUTH-AMERICA,Brazil,SES
the North Pole,the North Pole,LOC,0.43333333,0.73333333,en,1.00000000,7605041-5,5870294,P,64.75111000,-147.34944000,NORTH-AMERICA,United States,NWN
Kenya,Kenya,GPE,0.18750000,0.43750000,en,1.00000000,4030236-2,192950,A,1.00000000,38.00000000,AFRICA,Kenya,SEAF
Leleco,Leleco,GPE,-0.12500000,0.37500000,en,1.00000000,,13003432,S,-21.19682000,-41.86625000,SOUTH-AMERICA,Brazil,SES
Flores,Flores,GPE,-0.70000000,0.66666667,en,1.00000000,10027113-3,9062332,T,-8.62354000,121.12899000,ASIA,Indonesia,SEA
Paraopeba Rivers,Paraopeba Rivers,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Ave region,Ave region,LOC,0.00000000,0.00000000,en,1.00000000,,2981515,P,47.68650000,-2.73490000,EUROPE,France,WCE
the Gulf of Mexico,the Gulf of Mexico,LOC,0.13333333,0.30000000,en,1.00000000,,4164131,P,29.94809000,-85.41995000,NORTH-AMERICA,United States,ENA
Coelheira,Coelheira,GPE,0.00000000,0.00000000,en,1.00000000,,8012267,A,40.37742000,-7.73359000,EUROPE-AFRICA,Portugal,MED
the Chukchi Peninsula,the Chukchi Peninsula,LOC,0.10000000,0.40000000,en,1.00000000,,0,,,,,,
Morro de São Paulo,Morro de São Paulo,GPE,0.00000000,1.00000000,en,1.00000000,,6322398,A,-20.63596000,-48.18889000,SOUTH-AMERICA,Brazil,SES
the Island of Tinharé,the Island of Tinharé,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Greater Porto,Greater Porto,GPE,0.28253968,0.57460317,en,1.00000000,4272276-7,3452925,P,-30.03283000,-51.23019000,SOUTH-AMERICA,Brazil,SES
Havaré Island,Havaré Island,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Maranhão,Maranhão,GPE,0.00000000,0.00000000,en,1.00000000,,3388368,P,-2.52972000,-44.30278000,SOUTH-AMERICA,Brazil,NES
Muricy,Muricy,GPE,-0.12500000,0.37500000,en,1.00000000,,12542178,S,-5.95951000,-35.30420000,SOUTH-AMERICA,Brazil,NES
the Amazon River,the Amazon River,LOC,0.00000000,0.00000000,en,1.00000000,,9255303,T,0.80659000,-66.00411000,SOUTH-AMERICA,Brazil,NSA
Hiroshima Paschendaele,Hiroshima Paschendaele,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Greater Lisbon,Greater Lisbon,GPE,0.28253968,0.57460317,en,1.00000000,,0,,,,,,
Carolinas,Carolinas,GPE,0.31666667,0.86666667,en,1.00000000,,7798575,P,14.96655000,145.64914000,PACIFIC,Northern Mariana Islands,NPO
Tennessee,Tennessee,GPE,0.50000000,0.50000000,en,1.00000000,4119557-7,12217091,L,35.80000000,-86.50000000,NORTH-AMERICA,United States,ENA
Mississippi,Mississippi,GPE,0.50000000,0.50000000,en,1.00000000,4039588-1,4436296,A,32.75041000,-89.75036000,NORTH-AMERICA,United States,ENA
Patagonia,Patagonia,GPE,0.00000000,0.00000000,en,1.00000000,,3841798,L,-44.00000000,-68.00000000,SOUTH-AMERICA,Argentina,SSA
OnePlus,OnePlus,GPE,-0.31666667,0.30000000,en,1.00000000,,0,,,,,,
The Este River,The Este River,LOC,0.00000000,0.00000000,en,1.00000000,,5116041,H,40.78705000,-73.91764000,NORTH-AMERICA,United States,ENA
S. Mamede,S. Mamede,LOC,-0.05000000,0.10000000,en,1.00000000,,12324217,T,41.62799000,-8.24644000,EUROPE-AFRICA,Portugal,MED
Abu Dhabi,Abu Dhabi,GPE,-0.03333333,0.50000000,en,1.00000000,4000287-1,292968,P,24.45118000,54.39696000,ASIA,United Arab Emirates,ARP
Brumadinho,Brumadinho,GPE,0.00000000,0.00000000,en,1.00000000,4256337-9,6321193,A,-20.20447000,-44.15388000,SOUTH-AMERICA,Brazil,SES
Guantánamo,Guantánamo,GPE,0.05000000,0.40000000,en,1.00000000,1027838022,3557689,P,20.14444000,-75.20917000,CENTRAL-AMERICA,Cuba,CAR
the South Atlantic Convergence Zone,the South Atlantic Convergence Zone,LOC,-0.08125000,0.27500000,en,1.00000000,,0,,,,,,
Porto Feliz,Porto Feliz,GPE,0.00000000,0.62500000,en,1.00000000,1201581532,6322484,A,-23.21632000,-47.52288000,SOUTH-AMERICA,Brazil,SES
Pico Paraná,Pico Paraná,GPE,0.00000000,0.00000000,en,1.00000000,,7640846,T,-25.25271000,-48.80880000,SOUTH-AMERICA,Brazil,SES
Sapucaí,Sapucaí,GPE,0.00000000,0.00000000,en,1.00000000,,11840132,A,-25.67277000,-56.95827000,SOUTH-AMERICA,Paraguay,SES
the Sado basin,the Sado basin,LOC,0.00000000,0.65000000,en,1.00000000,,0,,,,,,
