index,published,topic,term,domain,language,valid,de,title,description,en,la,url,image,archive,content,quote,added,feed,country,ipcc,continent
403a566785f0f14e580e0ce7ef5df365,2025-12-08T12:02:27Z,Storm,tempestade faro,veja.abril.com.br,pt,0.2,"In den Favelas in São Paulo erreichen die Temperaturen 45 °C und offenbaren die Umweltungleichheit. Der Temperaturunterschied zwischen Favelas und Nobelgebieten erreicht 15 °C und verstärkt die Ungleichheit beim Zugang zu Schatten, Belüftung und Grünflächen.","Em São Paulo, favelas chegam a 45°C e expõem desigualdade ambiental","Diferença térmica entre favelas e áreas nobres chega a 15 °C e reforça desigualdades no acesso a sombra, ventilação e áreas verdes.","In São Paulo, favelas reach 45°C and expose environmental inequality. The thermal difference between favelas and noble areas reaches 15 °C and reinforces inequalities in access to shade, ventilation and green areas.","In São Paulo, favelas 45°C perveniat et inaequalitatem environmental patefaciat. Sceleris differentia inter favelas et areas nobilium pervenit 15 °C et inaequalitates in accessu ad umbram, evacuationem et in areis viridibus confirmat.",https://veja.abril.com.br/agenda-verde/em-sao-paulo-favelas-chegam-a-45-c-e-expoem-desigualdade-ambiental/,"https://veja.abril.com.br/wp-content/uploads/2025/12/GettyImages-1231949874.jpg?quality=70&strip=info&resize=1080,565&crop=1",,"Prorrogamos a Black: VEJA por apenas 5,99Diferença térmica entre favelas e áreas nobres chega a 15 °C e reforça desigualdades no acesso a sombra, ventilação e áreas verdes.
Por Ernesto Neves
 Atual… [+5282 chars]",,2025-12-18 17:02:13+00:00,wmo,Portugal,MED,Europe
03ad556c6cbb2ec6ba55b3a2b288bf8f,2025-12-09T19:26:33Z,Storm,tempestade brasil,ultimosegundo.ig.com.br,pt,0.7,Stürme hinterlassen im Süden Brasiliens eine Spur des Schadens; siehe Fotos. Tagsüber besteht weiterhin die Möglichkeit neuer vereinzelter Stürme und Windgeschwindigkeiten von bis zu 130 km/h,Temporais deixam rastro de estrago no Sul do Brasil; veja fotos,Ao decorrer do dia ainda há possibilidade de novas tempestades isoladas e ventos que podem chegar a 130 km/h,Storms leave a trail of damage in southern Brazil; see photos. During the day there is still the possibility of new isolated storms and winds that can reach 130 km/h,Tempestates vestigia damni in Brasilia australi exeunt; vide imagines. Interdiu adhuc est possibilitas novarum procellarum ac ventorum separatarum quae attingere possunt 130 km/h,https://ultimosegundo.ig.com.br/brasil/tempo/2025-12-09/temporais-deixam-rastro-de-estrago-no-sul-do-brasil--veja-fotos.html,https://i0.statig.com.br/bancodeimagens/89/q0/vq/89q0vqvyiza3b9xm4cog48110.jpg,,"Temporais  provocados pela circulação da baixa pressão que deu origem ao ciclone no Rio Grande do Sul provocaram estragos em várias regiões do estado na tarde e noite de segunda-feira (8), segundo in… [+3250 chars]",,2025-12-18 17:02:13+00:00,wmo,Brazil,SAM,South-America
60ce94ee1751fc1ca509340bad1f483a,2025-12-02T00:17:51Z,Storm,tempestade portugal,observador.pt,pt,0.3,"Zentauren, Chimären, Sphinxen, Schwanzmädchen, Minotauren. Laut Hannah Caldas ist der Test teuer und invasiv, was nicht verwunderlich ist. Ein Test, der beweist, dass ein Mann eine Frau ist, müsste beim Narnia-Labor beantragt werden und wäre äußerst kostspielig.","Centauros, quimeras, esfinges, meninas de pilinha, minotauro","Segundo Hannah Caldas, o teste é caro e invasivo, o que não surpreende. Um teste que prove que um homem é uma mulher teria de ser solicitado ao Laboratório de Nárnia e isso deve ser caríssimo.","Centaurs, chimeras, sphinxes, dick girls, minotaurs. According to Hannah Caldas, the test is expensive and invasive, which is not surprising. A test that proves that a man is a woman would have to be requested from the Narnia Laboratory and this would be extremely expensive.","Centauri, chimaerae, sphinxes, dick puellae, minotauri. Secundum Annam Caldas, probatio pretiosa et incursio, quod mirum non est. Testimonium probat quod vir mulieri a Narnia Laboratorium petendum esset idque valde carus esset.",https://observador.pt/opiniao/centauros-quimeras-esfinges-meninas-com-pilinha-minotauros/,https://wm.observador.pt/wm-op/wide-circle/https%3A%2F%2Fbordalo.observador.pt%2Fv2%2Frs%3Afill%3A900%2Fc%3A467%3A467%3Anowe%3A0%3A0%2Fq%3A70%2Ff%3Awebp%2Fplain%2Fhttps%3A%2F%2Fs3.observador.pt%2Fwp-content%2Fuploads%2F2019%2F01%2F28181423%2F1q9a5344_467x467_acf_cropped.jpg,,"O meu filho não pára de ver o filme Hércules, da Disney. Está obcecado com os deuses gregos e com as criaturas bizarras que entram na história, como sátiros, moiras e titãs. Quando não está a ver o f… [+6302 chars]",,2025-12-19 13:23:32+00:00,wmo,Portugal,MED,Europe
67d6169ae40280b335cba0591a0a291b,2025-12-03T23:41:40Z,Snow&Ice,neve portugal,observador.pt,pt,0.3,"Die Regierung wird Strukturen schaffen, um „Transparenz zu gewährleisten“. Diese Struktur wird „mit Autonomie, ausreichenden Befugnissen und Ressourcen ausgestattet sein, um es ihnen zu ermöglichen, den Investitionsplan und andere vertragliche Verpflichtungen umzusetzen und/oder der Regierung und der EU Bericht zu erstatten“.","Governo vai criar estrutura para ""assegurar transparência""","Esta estrutura será ""dotada de autonomia, de poderes e recursos suficientes que lhes permita implementar o plano de investimento e demais obrigações contratuais e/ou reporte ao Governo e à UE"".","Government will create structure to “ensure transparency”. This structure will be ""endowed with autonomy, sufficient powers and resources to allow them to implement the investment plan and other contractual obligations and/or report to the Government and the EU"".","Gubernatio structuram creabit ad ""cavendam perspicuitatem"". Haec structura ""autonomiae praeditus, sufficientibus viribus et facultatibus praeditus erit ut permittat obsideri consilium et alias obligationes contractuum et/vel relationem ad Regimen et EU"".",https://observador.pt/2025/12/03/governo-vai-criar-estrutura-autonoma-para-implementar-emprestimos-na-defesa-e-assegurar-transparencia/,https://wm.observador.pt/wm/l/https%3A%2F%2Fbordalo.observador.pt%2Fv2%2Frs%3Afill%3A770%3A403%2Fc%3A2000%3A1124%3Anowe%3A0%3A104%2Fq%3A70%2Ff%3Awebp%2Fplain%2Fhttps%3A%2F%2Fs3.observador.pt%2Fwp-content%2Fuploads%2F2025%2F08%2F06134926%2F45371363.jpg?layer=obstop:T,,O ministro da Defesa Nacional anunciou esta quarta-feira a criação de uma “estrutura autónoma” cuja missão será implementar os empréstimos europeus SAFE e reportar a execução dos contratos à tutela e… [+3549 chars],,2025-12-19 13:23:32+00:00,wmo,Portugal,MED,Europe
bb976433c3ac3e1fb25dbb5cbd413c0e,2025-12-09T18:39:38Z,Precipitation,chuva torrencial brasil,observador.pt,pt,0.3,"„Fall Marquis? Wir können keine boykottierenden Manöver zulassen“ . Der Präsident des Nationalen Antikorruptionsmechanismus (MENAC) ist der Ansicht, dass ein Prozess im Rahmen der Operation Marquis, der nicht rechtzeitig abgeschlossen wird, eine „Diskreditierung des Justizsystems“ darstellt.","""Caso Marquês? Não podemos permitir manobras que boicotam""","Presidente do Mecanismo Nacional Anticorrupção (MENAC) considera que um julgamento da Operação Marquês que não chegue ao fim em tempo útil é uma ""descredibilização do sistema"" de justiça.","""Marquis case? We cannot allow maneuvers that boycott"". President of the National Anti-Corruption Mechanism (MENAC) considers that a trial under Operation Marquis that does not come to an end in a timely manner is a ""discrediting of the system"" of justice.","""Marchionis causa? Non possumus decurrere istum boycott"". Praeses Nationalis Anti-Corruptionis Mechanismus (MENAC) iudicat iudicium sub Marchione Operatione quae opportune modo finem non habet esse ""inprobatio systematis"" iustitiae.",https://observador.pt/especiais/jose-mouraz-lopes-operacao-marques-nao-podemos-permitir-que-haja-sistematicas-manobras-que-boicotam/,https://wm.observador.pt/wm/l/https%3A%2F%2Fbordalo.observador.pt%2Fv2%2Frs%3Afill%3A770%3A403%2Fc%3A4096%3A2303%3Anowe%3A0%3A213%2Fq%3A70%2Ff%3Awebp%2Fplain%2Fhttps%3A%2F%2Fs3.observador.pt%2Fwp-content%2Fuploads%2F2025%2F12%2F03155139%2Fdventura-presidente-menac-4-scaled.jpg?layer=obstop:T,,"José Mouraz Lopes assumiu a presidência do Mecanismo Nacional Anticorrupção (MENAC) em agosto deste ano, depois de um conturbado mandato do antecessor Pires da Graça, e em poucos meses alterou a estr… [+21943 chars]",,2025-12-19 13:23:32+00:00,wmo,Brazil,SAM,South-America
5c2f9a9b0b527a0f174472ac95e905e7,2025-12-09T22:14:15Z,Storm,tempestade lisboa,flatout.com.br,pt,0.3,"Was war die wichtigste Saison im Motorsport? Die Diskussion darüber, welche Saison die beste in der Geschichte des Motorsports war, gerät in zwei vorhersehbare Fallen. Das erste ist die gegenwärtige Voreingenommenheit, die uns glauben lässt, dass nichts jemals das jüngste Chaos überwunden hat. Deshalb kommt das Jahr 2021 auf diesen Kongressen so oft zur Sprache …",Qual foi a temporada mais importante do automobilismo?,"A discussão sobre qual foi a melhor temporada da história do automobilismo costuma cair em duas armadilhas previsíveis. A primeira é o viés do presente, que nos faz acreditar que nada jamais superou o caos recente. É por isso que 2021 surge tanto nessas conve…","What was the most important season in motorsport? The discussion about which was the best season in the history of motorsport tends to fall into two predictable traps. The first is the present bias, which makes us believe that nothing has ever overcome the recent chaos. That’s why 2021 comes up so much in these conventions…","Quid praecipuum tempus in motorsport? Discussio de qua tempus optimum erat in historia motorisporti in duas insidias praevidere tendit. Prima est praesens inclinatio, quae facit ut credamus chaos recenti nihil unquam superasse. Quam ob rem 2021 tantum in his conventibus obvenit…",https://flatout.com.br/qual-foi-a-temporada-mais-importante-do-automobilismo/,https://cdn.flatout.com.br/wp-content/uploads/2025/12/zero3auto2023A.jpg,,a discussao sobre qual foi a melhor temporada da historia do automobilismo costuma cair em duas armadilhas previsiveis  a primeira e o vies do presente  que nos faz acreditar que nada jamais superou … [+42464 chars],,2025-12-19 13:23:32+00:00,wmo,Portugal,MED,Europe
9be6a14ba36c511ce523397d6760e703,2025-12-11T19:57:06Z,Snow&Ice,avalanche madeira regiões montanhosas,observador.pt,pt,0.3,"Sturm Emilia kommt mit noch mehr starkem Regen und Schnee. Zuerst geht es durch Madeira, mit riesigen Wellen, 130 km/h Wind und Schnee in den Außenbereichen. Dann erreicht es den Kontinent und hinterlässt im ganzen Land Temperaturen von bis zu 13 °C sowie viel Regen und Schnee im Norden und in der Mitte.","Chega a tempestade Emilia, com mais chuva forte e neve","Primeiro passa pela Madeira, com ondas gigantes, vento de 130 km/h e neve nas zonas alas. Depois chega ao continente, deixa o país todo com máximas até 13ºC, muita chuva e neve no Norte e Centro.","Storm Emilia arrives, with more heavy rain and snow. First it passes through Madeira, with giant waves, 130 km/h wind and snow in the outer areas. Then it reaches the continent, leaving the entire country with temperatures of up to 13ºC, lots of rain and snow in the North and Center.","Tempestas Aemilia advenit, cum pluvia et nive graviore sunt. Primum per Madeiram transit, cum ingentibus undis, ventis 130 km/h et nivis in locis exterioribus. Inde continentem attingit, relinquens totam regionem cum temperaturis usque ad 13ºC, multas pluvias et nives in Septentrionali et Centro.",https://observador.pt/2025/12/11/chega-a-tempestade-emilia-com-mais-chuva-forte-frio-e-neve-as-ondas-na-costa-serao-altas-mas-vem-de-outras-tempestades/,https://wm.observador.pt/wm/l/https%3A%2F%2Fbordalo.observador.pt%2Fv2%2Frs%3Afill%3A770%3A403%2Fc%3A1900%3A1070%3Anowe%3A0%3A193%2Fq%3A70%2Ff%3Awebp%2Fplain%2Fhttps%3A%2F%2Fs3.observador.pt%2Fwp-content%2Fuploads%2F2025%2F12%2F11190900%2Fcaptura-de-ecra-2025-12-11-as-190826.jpg?layer=obstop:T,,"Chama-se Emilia, assim, sem acento, porque foi batizada pelos nossos vizinhos do Instituto de Meteorologia espanhol, o AEMET. É uma uma tempestade bastante cavada, que se move de sul para sudoeste e … [+3390 chars]",,2025-12-19 13:23:32+00:00,wmo,Portugal,MED,Europe
b450389d803974f69003cdadde698879,2025-12-12T00:13:46Z,Storm,tempestade lisboa,observador.pt,pt,0.3,"Überstehen Sie den Drucksturm (RTP). Wenn öffentlich-rechtliche Fernsehsender erklären, dass sie „keine Bühne mit Israelis teilen“ können, aber ruhig weiterhin Energie von Diktaturen kaufen oder weniger beachtete Kriege ignorieren, entsteht Misstrauen.",Resistir à Tempestade da Pressão (RTP),"Quando televisões públicas declaram que “não podem” partilhar um palco com israelitas mas continuam pacatamente a comprar energia a ditaduras ou a ignorar guerras menos mediáticas, a suspeita impõe‑se","Weather the Pressure Storm (RTP). When public televisions declare that they “cannot” share a stage with Israelis but calmly continue to buy energy from dictatorships or ignore less publicized wars, suspicion arises.","Tempestas Pressura Storm (RTP). Cum televisificis publicis declarant se ""scenum cum Israelis"" communicare non posse, sed placide perseverare energiam dictaturae emere vel bella minus divulgata ignorare, suspicio oritur.",https://observador.pt/opiniao/resistir-a-tempestade-da-pressao-rtp/,https://wm.observador.pt/wm-op/wide-circle/https%3A%2F%2Fbordalo.observador.pt%2Fv2%2Frs%3Afill%3A900%2Fc%3A812%3A812%3Anowe%3A82%3A71%2Fq%3A70%2Ff%3Awebp%2Fplain%2Fhttps%3A%2F%2Fs3.observador.pt%2Fwp-content%2Fuploads%2F2025%2F12%2F10201302%2Fruben-obadia.jpeg,,"Num dia, a cultura é proclamada como espaço de diálogo, diversidade e inclusão. No dia seguinte, vários países anunciam que se recusam a partilhar palco com qualquer artista israelita, qualquer que s… [+7548 chars]",,2025-12-19 13:23:32+00:00,wmo,Portugal,MED,Europe
09b468083495f13798741ff47201d856,2025-12-13T10:13:09Z,Drought,seca angola,observador.pt,pt,0.3,Schlechtes Wetter. Der Katastrophenschutz verzeichnete 99 Vorfälle auf Madeira. Sturm Emília verursachte auf Madeira 99 Zwischenfälle. Am zweiten Tag beeinträchtigt der Wind die Flüge von und nach Funchal. Bis Sonntag herrscht in der Region Alarmstufe Orange.,Mau tempo. Proteção Civil registou 99 ocorrências na Madeira,A tempestade Emília provocou 99 ocorrências na Madeira. O vento condiciona pelo segundo dia os voos de e para o Funchal. A região está em alerta laranja até domingo.,Bad weather. Civil Protection recorded 99 incidents in Madeira. Storm Emília caused 99 incidents in Madeira. The wind affects flights to and from Funchal for the second day. The region is on orange alert until Sunday.,Tempestatibus. Civilis tutelae gesta sunt in Madeira. Tempestas Aemiliae 99 acta in Madeira effecit. Ventus volatus afficit et a Funchal in diem alterum. Tellus in rhoncus donec sit amet lorem.,https://observador.pt/2025/12/13/protecao-civil-registou-99-ocorrencias-na-madeira-regiao-esta-em-alerta-laranja-ate-domingo/,https://wm.observador.pt/wm/l/https%3A%2F%2Fbordalo.observador.pt%2Fv2%2Frs%3Afill%3A770%3A403%2Fc%3A1440%3A809%3Anowe%3A0%3A75%2Fq%3A70%2Ff%3Awebp%2Fplain%2Fhttps%3A%2F%2Fs3.observador.pt%2Fwp-content%2Fuploads%2F2025%2F01%2F30105125%2F23793413.jpg?layer=obstop:T,,"O Serviço Regional de Proteção Civil (SRPC) da Madeira registou até às 08:00 de hoje 99 ocorrências relacionadas com as condições meteorológicas adversas nesta região. Na informação disponibilizada, … [+3336 chars]",,2025-12-19 13:23:32+00:00,edo,Angola,WSAF,Africa
4ce8b9708e1328a0eb14d5651347b36d,2025-12-16T12:11:29Z,Drought,seca moçambique,expresso.pt,pt,0.3,"Israel-Akten: Wie ein Informationsleck eine von Tel Aviv gegründete Abteilung für legale Kriegsführung aufdeckte. Ein massives Durchsickern von E-Mails des israelischen Justizministeriums, analysiert vom Netzwerk für investigativen Journalismus EIC, zu dem Expresso gehört, enthüllt, wie die Regierung von Benjamin Netanjahu eine Strategie zur Bekämpfung von Fällen vor dem Interamerikanischen Strafgerichtshof entwickelt hat ...",Israel Files: como uma fuga de informação expôs um departamento de guerra jurídica criado por Telavive,"Uma fuga maciça de emails do Ministério da Justiça israelita, analisada pela rede de jornalismo de investigação EIC, de que o Expresso faz parte, revela como o Governo de Benjamin Netanyahu montou uma estratégia para combater processos no Tribunal Penal Inter…","Israel Files: how an information leak exposed a legal warfare department created by Tel Aviv. A massive leak of emails from the Israeli Ministry of Justice, analyzed by the investigative journalism network EIC, of ​​which Expresso is a part, reveals how Benjamin Netanyahu's government put together a strategy to combat cases at the Inter-American Criminal Court...","Tabularia Israel: quomodo informationes Leak exposuerunt in bellica legali department a Tel Aviv creatae. Ingens effluxum inscriptionum ex Ministerio Israeli Iustitiae, a retis diurnariis inquisitoriis EIC resolutis, cuius Expresso pars est, ostendit quomodo regimen Beniamin Netanyahu consiliorum ad causas pugnandas apud Curiam Criminalem Inter-American collocandarum patefacit.",https://expresso.pt/internacional/2025-12-16-israel-files-como-uma-fuga-de-informacao-expos-um-departamento-de-guerra-juridica-criado-por-telavive-ba57a918,https://images.impresa.pt/expresso/2025-12-15-israeli-files-mediapart-05.jpg-b671e628/1.91x1?wm=true&outputFormat=jpeg,,"A viragem estratégica deu-se em 2009, com o regresso ao poder do atual primeiro-ministro de Israel, Benjamin Netanyahu. O abandono de qualquer perspetiva viável para uma solução de dois Estados, e a … [+513 chars]",,2025-12-19 13:23:32+00:00,edo,Mozambique,ESAF,Africa
